Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
Seattle,Weekly,"2023-01-29 00:00:00",Organic,2.199937427,75532.07,651.57,7777.94,13.46,8777.48,,,,58311.63
Seattle,Weekly,"2023-01-22 00:00:00",Organic,2.117832882,61056.63,513.36,6069.85,4.48,5860.05,,,,48608.89
Seattle,Weekly,"2023-01-15 00:00:00",Organic,2.001595717,100461.82,558.21,13668.58,21.28,5054.18,,,,81159.57
Seattle,Weekly,"2023-01-09 00:00:00",Organic,2.009679452,104098.83,610.07,18445.25,24.62,5602.01,,,,79416.88
"South Carolina",Weekly,"2023-01-29 00:00:00",Organic,1.212948499,31995.17,781.72,1843.95,8.19,26127.13,,,,3234.17
"South Carolina",Weekly,"2023-01-22 00:00:00",Organic,1.212679111,40243.61,890.57,1822.04,8.19,33972.10,,,,3550.70
"South Carolina",Weekly,"2023-01-15 00:00:00",Organic,1.235860389,48403.92,845.63,2844.15,3.51,32820.54,,,,11890.09
"South Carolina",Weekly,"2023-01-09 00:00:00",Organic,1.171417131,54523.64,743.14,5033.66,1.17,38625.74,,,,10119.93
Spokane,Weekly,"2023-01-29 00:00:00",Organic,1.589446729,5185.22,127.71,506.57,0.00,2241.75,,,,2309.18
Spokane,Weekly,"2023-01-22 00:00:00",Organic,1.984351733,3050.86,69.80,449.43,0.00,1181.38,,,,1350.26
Spokane,Weekly,"2023-01-15 00:00:00",Organic,1.984891192,6683.68,45.88,1543.04,0.00,769.39,,,,4325.37
Spokane,Weekly,"2023-01-09 00:00:00",Organic,1.914994251,7689.61,55.97,2013.34,0.00,988.71,,,,4631.59
"St. Louis",Weekly,"2023-01-29 00:00:00",Organic,1.914967735,6887.55,1148.87,645.57,0.00,3428.78,,,,1664.33
"St. Louis",Weekly,"2023-01-22 00:00:00",Organic,1.748746066,8169.83,1815.64,844.01,0.00,3251.59,,,,2258.59
"St. Louis",Weekly,"2023-01-15 00:00:00",Organic,1.873069714,7771.42,1127.18,689.55,0.00,3346.48,,,,2608.21
"St. Louis",Weekly,"2023-01-09 00:00:00",Organic,1.454212503,16356.25,6357.47,883.93,0.00,3215.36,,,,5899.50
Syracuse,Weekly,"2023-01-29 00:00:00",Organic,1.553477898,4017.64,69.50,45.94,0.00,3827.92,,,,74.28
Syracuse,Weekly,"2023-01-22 00:00:00",Organic,1.603677186,4771.68,103.67,86.00,0.00,4507.72,,,,74.28
Syracuse,Weekly,"2023-01-15 00:00:00",Organic,1.592478506,4669.85,143.69,84.80,0.00,4313.29,,,,128.07
Syracuse,Weekly,"2023-01-09 00:00:00",Organic,1.666793814,4347.98,181.20,96.48,0.00,3934.82,,,,135.48
Tampa,Weekly,"2023-01-29 00:00:00",Organic,1.178237572,26782.99,252.71,0.00,0.00,15856.66,,,,10673.62
Tampa,Weekly,"2023-01-22 00:00:00",Organic,1.125252328,25324.15,237.90,0.00,0.00,13924.27,,,,11161.98
Tampa,Weekly,"2023-01-15 00:00:00",Organic,1.088273454,27381.84,226.54,1.04,0.00,12178.56,,,,14975.70
Tampa,Weekly,"2023-01-09 00:00:00",Organic,1.099814388,29901.14,527.97,0.00,0.00,13253.72,,,,16119.45
Toledo,Weekly,"2023-01-29 00:00:00",Organic,1.710594505,3537.41,26.88,247.02,0.00,2033.52,,,,1229.99
Toledo,Weekly,"2023-01-22 00:00:00",Organic,1.767195334,3488.20,38.40,268.77,0.00,1923.93,,,,1257.11
Toledo,Weekly,"2023-01-15 00:00:00",Organic,1.755330286,3402.10,25.85,315.84,0.00,1903.47,,,,1156.94
Toledo,Weekly,"2023-01-09 00:00:00",Organic,1.573088223,3241.07,12.77,268.22,0.00,1866.17,,,,1093.91
"West Tex/New Mexico",Weekly,"2023-01-29 00:00:00",Organic,0.907256689,35503.49,1418.02,82.84,0.00,29288.51,,,,4714.12
"West Tex/New Mexico",Weekly,"2023-01-22 00:00:00",Organic,1.301480524,33563.93,1158.27,127.71,0.00,18631.42,,,,13646.54
"West Tex/New Mexico",Weekly,"2023-01-15 00:00:00",Organic,1.160930932,16179.57,789.34,127.62,0.00,11044.14,,,,4218.47
"West Tex/New Mexico",Weekly,"2023-01-09 00:00:00",Organic,1.178996289,30735.84,726.54,102.79,0.00,23390.06,,,,6516.45
Wichita,Weekly,"2023-01-29 00:00:00",Organic,1.241387763,2994.40,410.88,1.06,0.00,1279.95,,,,1302.50
Wichita,Weekly,"2023-01-22 00:00:00",Organic,1.253860113,3433.09,495.63,5.31,0.00,1466.85,,,,1465.30
Wichita,Weekly,"2023-01-15 00:00:00",Organic,1.269085442,3008.39,536.65,14.87,0.00,1278.51,,,,1178.37
Wichita,Weekly,"2023-01-09 00:00:00",Organic,1.280024291,2815.38,436.18,6.37,0.00,1163.79,,,,1209.03
California,Weekly,"2023-01-29 00:00:00",Organic,1.548394599,380999.88,22451.09,7821.28,0.00,199687.11,,,,151040.41
California,Weekly,"2023-01-22 00:00:00",Organic,1.527419333,354902.97,23530.73,6552.49,0.00,195295.06,,,,129524.68
California,Weekly,"2023-01-15 00:00:00",Organic,1.191090299,562118.01,42036.84,6102.83,0.00,168665.74,,,,345312.60
California,Weekly,"2023-01-09 00:00:00",Organic,1.316453231,494165.73,35454.19,6203.89,0.00,182990.54,,,,269517.11
"Great Lakes",Weekly,"2023-01-29 00:00:00",Organic,1.605918579,142523.60,3134.19,14202.68,0.00,73255.21,,,,51931.53
"Great Lakes",Weekly,"2023-01-22 00:00:00",Organic,1.549668879,149863.47,5196.25,12840.83,0.00,73355.25,,,,58471.14
"Great Lakes",Weekly,"2023-01-15 00:00:00",Organic,1.604505244,150082.61,3697.27,16475.24,0.00,63523.89,,,,66386.21
"Great Lakes",Weekly,"2023-01-09 00:00:00",Organic,1.569126226,132278.44,4134.15,16412.49,0.00,68164.72,,,,43567.08
Midsouth,Weekly,"2023-01-29 00:00:00",Organic,1.605161843,195569.03,1720.26,15718.75,56.76,146734.01,,,,31339.25
Midsouth,Weekly,"2023-01-22 00:00:00",Organic,1.548812717,225954.81,1698.53,14858.52,62.12,174139.55,,,,35196.08
Midsouth,Weekly,"2023-01-15 00:00:00",Organic,1.573682370,246312.05,1995.52,20098.71,77.64,158165.08,,,,65975.10
Midsouth,Weekly,"2023-01-09 00:00:00",Organic,1.518253237,273117.60,1717.28,24611.76,49.88,167877.72,,,,78860.97
Northeast,Weekly,"2023-01-29 00:00:00",Organic,1.697128700,241925.09,7802.24,10695.98,5.44,206306.80,,,,17114.64
Northeast,Weekly,"2023-01-22 00:00:00",Organic,1.656734005,262361.18,10784.75,11335.65,25.07,224348.97,,,,15866.74
Northeast,Weekly,"2023-01-15 00:00:00",Organic,1.729697335,235615.09,13713.91,9892.15,14.51,198778.81,,,,13215.71
Northeast,Weekly,"2023-01-09 00:00:00",Organic,1.767043826,230555.61,8937.76,11428.94,1.03,194490.86,,,,15697.03
Plains,Weekly,"2023-01-29 00:00:00",Organic,1.319636329,62318.37,8334.89,5469.14,0.00,43118.57,,,,5395.77
Plains,Weekly,"2023-01-22 00:00:00",Organic,1.368729060,67207.10,10108.76,10802.23,0.00,40332.48,,,,5963.63
Plains,Weekly,"2023-01-15 00:00:00",Organic,1.368773321,55845.82,10060.95,2858.18,0.00,37288.00,,,,5638.68
Plains,Weekly,"2023-01-09 00:00:00",Organic,1.225000404,80530.06,15753.58,2041.90,0.00,53809.87,,,,8924.71
"South Central",Weekly,"2023-01-29 00:00:00",Organic,1.228480825,157152.91,24219.58,3578.48,0.00,105638.89,,,,23715.97
"South Central",Weekly,"2023-01-22 00:00:00",Organic,1.255024549,155193.42,23385.43,3277.46,0.00,101277.92,,,,27252.60
"South Central",Weekly,"2023-01-15 00:00:00",Organic,1.240152236,138486.50,21794.81,2957.77,0.00,92965.13,,,,20768.79
"South Central",Weekly,"2023-01-09 00:00:00",Organic,1.232023572,148164.42,17119.87,2851.52,0.00,101270.08,,,,26922.95
Southeast,Weekly,"2023-01-29 00:00:00",Organic,1.142609155,282506.00,2081.91,6612.06,10.74,192717.60,,,,81083.69
Southeast,Weekly,"2023-01-22 00:00:00",Organic,1.105400646,314293.25,2334.57,7223.96,8.53,203244.95,,,,101481.25
Southeast,Weekly,"2023-01-15 00:00:00",Organic,1.067484850,436619.30,2571.36,15800.32,3.57,265499.76,,,,152744.28
Southeast,Weekly,"2023-01-09 00:00:00",Organic,1.004620267,493647.68,3615.36,28964.00,2.30,293429.05,,,,167636.97
West,Weekly,"2023-01-29 00:00:00",Organic,1.421584332,374423.34,15729.57,18457.03,18.12,140502.16,,,,199716.46
West,Weekly,"2023-01-22 00:00:00",Organic,1.535865726,307930.56,20715.81,16455.20,4.56,76143.05,,,,194611.93
West,Weekly,"2023-01-15 00:00:00",Organic,1.514963131,519869.29,35222.60,40486.34,21.66,46772.81,,,,397365.88
West,Weekly,"2023-01-09 00:00:00",Organic,1.566826025,530333.11,27827.25,58622.22,29.70,73549.73,,,,370304.21
"Total U.S.",Weekly,"2023-01-29 00:00:00",Organic,1.455130139,1837418.24,85473.72,82555.40,91.06,1107960.35,,,,561337.71
"Total U.S.",Weekly,"2023-01-22 00:00:00",Organic,1.450758446,1837706.76,97754.84,83346.34,100.28,1088137.23,,,,568368.06
"Total U.S.",Weekly,"2023-01-15 00:00:00",Organic,1.367771206,2344948.66,131093.25,114671.54,117.38,1031659.23,,,,1067407.26
"Total U.S.",Weekly,"2023-01-09 00:00:00",Organic,1.379990319,2382792.66,114559.45,151136.72,82.91,1135582.56,,,,981431.03
Albany,Weekly,"2023-02-26 00:00:00",Conventional,1.027978874,114420.20,23637.82,60379.17,55.01,23285.67,,,,7062.54
Albany,Weekly,"2023-02-19 00:00:00",Conventional,1.004346415,118353.18,24541.09,63434.89,26.91,21526.04,,,,8824.25
Albany,Weekly,"2023-02-12 00:00:00",Conventional,1.031113671,163727.05,36319.03,93661.48,14.62,24601.46,,,,9130.47
Albany,Weekly,"2023-02-05 00:00:00",Conventional,1.066221281,125626.01,24268.88,71646.72,33.32,21840.60,,,,7836.48
Atlanta,Weekly,"2023-02-26 00:00:00",Conventional,0.948194955,790376.55,318681.99,21211.79,54.26,222048.33,,,,228380.19
Atlanta,Weekly,"2023-02-19 00:00:00",Conventional,0.913320758,812283.59,339150.25,42187.10,105.73,173039.98,,,,257800.52
Atlanta,Weekly,"2023-02-12 00:00:00",Conventional,0.935157968,926620.79,367830.04,48799.67,131.67,147091.92,,,,362767.51
Atlanta,Weekly,"2023-02-05 00:00:00",Conventional,0.884443496,827843.56,349872.49,15955.74,298.79,82044.62,,,,379671.91
Baltimore/Washington,Weekly,"2023-02-26 00:00:00",Conventional,1.098050962,1054152.35,263365.81,305990.36,1808.93,386503.76,,,,96483.49
Baltimore/Washington,Weekly,"2023-02-19 00:00:00",Conventional,1.116986522,1046679.86,263608.58,299857.09,1555.56,383392.54,,,,98266.10
Baltimore/Washington,Weekly,"2023-02-12 00:00:00",Conventional,1.245265846,1042749.37,230833.15,312229.52,1969.34,394760.31,,,,102957.06
Baltimore/Washington,Weekly,"2023-02-05 00:00:00",Conventional,1.303579647,911617.18,187762.93,277097.29,1451.98,355074.92,,,,90230.07
Birmingham/Montgomery,Weekly,"2023-02-26 00:00:00",Conventional,0.887553642,371564.68,175662.74,3770.23,30.24,111218.24,,,,80883.23
Birmingham/Montgomery,Weekly,"2023-02-19 00:00:00",Conventional,0.821156168,392103.81,196460.00,5638.69,52.86,98690.74,,,,91261.52
Birmingham/Montgomery,Weekly,"2023-02-12 00:00:00",Conventional,0.817063085,423922.81,201492.14,6784.52,45.71,100137.08,,,,115463.37
Birmingham/Montgomery,Weekly,"2023-02-05 00:00:00",Conventional,0.832416158,391476.80,185178.62,5152.97,28.71,84016.86,,,,117099.64
Boise,Weekly,"2023-02-26 00:00:00",Conventional,0.897593643,118413.37,25527.04,9201.50,98.93,20515.25,,,,63070.64
Boise,Weekly,"2023-02-19 00:00:00",Conventional,1.043646919,118378.84,30569.73,9487.53,82.55,19596.86,,,,58642.16
Boise,Weekly,"2023-02-12 00:00:00",Conventional,0.927159235,155755.85,38709.68,10796.29,66.49,22899.60,,,,83283.79
Boise,Weekly,"2023-02-05 00:00:00",Conventional,1.033538492,114970.56,25749.52,8124.54,91.73,23113.12,,,,57891.65
Boston,Weekly,"2023-02-26 00:00:00",Conventional,1.284312601,593685.67,40682.03,348880.24,41.76,138317.46,,,,65764.18
Boston,Weekly,"2023-02-19 00:00:00",Conventional,1.339066091,590213.23,48721.76,318808.66,76.58,135632.19,,,,86974.04
Boston,Weekly,"2023-02-12 00:00:00",Conventional,1.346753984,626859.19,58567.90,350670.33,56.59,150801.10,,,,66763.27
Boston,Weekly,"2023-02-05 00:00:00",Conventional,1.396017370,596164.46,44489.02,313725.26,65.86,165108.67,,,,72775.65
Buffalo/Rochester,Weekly,"2023-02-26 00:00:00",Conventional,1.066017236,182559.55,21722.94,51807.39,1880.33,101698.94,,,,5449.95
Buffalo/Rochester,Weekly,"2023-02-19 00:00:00",Conventional,1.052124844,178088.75,22134.23,52641.16,1679.43,93808.14,,,,7825.78
Buffalo/Rochester,Weekly,"2023-02-12 00:00:00",Conventional,1.036473771,224955.20,50389.86,58134.22,1377.63,107549.36,,,,7504.14
Buffalo/Rochester,Weekly,"2023-02-05 00:00:00",Conventional,1.092599771,187793.58,23647.58,55453.89,1729.33,99694.78,,,,7268.01
Charlotte,Weekly,"2023-02-26 00:00:00",Conventional,1.131153136,367589.37,125332.06,49013.56,591.05,142930.52,,,,49722.18
Charlotte,Weekly,"2023-02-19 00:00:00",Conventional,1.021485544,391098.15,137224.51,43644.04,558.21,163466.35,,,,46205.04
Charlotte,Weekly,"2023-02-12 00:00:00",Conventional,1.032230860,458129.99,180579.94,78872.02,826.36,145403.76,,,,52447.91
Charlotte,Weekly,"2023-02-05 00:00:00",Conventional,1.151609717,380012.15,136787.10,58358.81,676.89,140212.34,,,,43977.02
Chicago,Weekly,"2023-02-26 00:00:00",Conventional,1.107803015,877376.21,130273.32,111506.85,46787.10,286672.91,,,,302136.02
Chicago,Weekly,"2023-02-19 00:00:00",Conventional,1.107827385,836901.80,136198.67,112905.94,29945.39,224803.23,,,,333048.56
Chicago,Weekly,"2023-02-12 00:00:00",Conventional,0.828306424,1328379.87,155253.53,206793.27,72297.68,260693.63,,,,633341.74
Chicago,Weekly,"2023-02-05 00:00:00",Conventional,1.260145989,816657.47,122317.57,97237.62,47469.66,230125.73,,,,319506.88
Cincinnati/Dayton,Weekly,"2023-02-26 00:00:00",Conventional,1.007463822,282341.77,40829.82,37392.05,11011.28,81536.96,,,,111571.66
Cincinnati/Dayton,Weekly,"2023-02-19 00:00:00",Conventional,1.063845041,291245.59,45613.72,57998.29,4343.77,46844.97,,,,136444.83
Cincinnati/Dayton,Weekly,"2023-02-12 00:00:00",Conventional,1.053363738,346289.94,48974.88,68863.34,15637.34,48359.18,,,,164455.20
Cincinnati/Dayton,Weekly,"2023-02-05 00:00:00",Conventional,1.128524020,288522.26,48302.35,54233.28,9722.65,47119.22,,,,129144.76
Columbus,Weekly,"2023-02-26 00:00:00",Conventional,0.948812497,250617.20,45913.92,23069.85,10050.71,71348.23,,,,100234.48
Columbus,Weekly,"2023-02-19 00:00:00",Conventional,1.108467509,238960.82,43234.28,31239.19,3491.28,49423.86,,,,111572.21
Columbus,Weekly,"2023-02-12 00:00:00",Conventional,0.996876618,297335.04,56054.86,36073.25,11992.00,48206.16,,,,145008.77
Columbus,Weekly,"2023-02-05 00:00:00",Conventional,0.972066226,261529.07,57204.13,21368.85,10209.32,47339.91,,,,125406.87
"Dallas/Ft. Worth",Weekly,"2023-02-26 00:00:00",Conventional,0.741103442,1471405.83,329004.55,127049.06,7629.63,542908.66,,,,464813.93
"Dallas/Ft. Worth",Weekly,"2023-02-19 00:00:00",Conventional,0.710276792,1590458.98,418003.97,122571.66,5561.08,500936.91,,,,543385.35
"Dallas/Ft. Worth",Weekly,"2023-02-12 00:00:00",Conventional,0.680491862,1910108.93,372902.25,168055.25,12358.20,814472.88,,,,542320.34
"Dallas/Ft. Worth",Weekly,"2023-02-05 00:00:00",Conventional,0.761546927,1413058.96,368851.65,88390.33,8114.36,481194.81,,,,466507.80
Denver,Weekly,"2023-02-26 00:00:00",Conventional,1.022846560,844974.65,147420.51,75469.60,2079.17,310026.76,,,,309978.61
Denver,Weekly,"2023-02-19 00:00:00",Conventional,1.029170239,968601.56,162711.82,102725.82,2281.62,302994.91,,,,397887.39
Denver,Weekly,"2023-02-12 00:00:00",Conventional,1.035195787,1228841.48,199914.73,117471.52,2440.06,290197.70,,,,618817.48
Denver,Weekly,"2023-02-05 00:00:00",Conventional,0.983073309,950606.20,162039.90,84090.27,2847.88,362871.83,,,,338756.32
Detroit,Weekly,"2023-02-26 00:00:00",Conventional,0.961832526,465388.97,65940.74,68345.27,61067.02,131306.54,,,,138729.39
Detroit,Weekly,"2023-02-19 00:00:00",Conventional,1.088249862,420214.67,66458.83,76652.86,17042.56,99265.19,,,,160795.23
Detroit,Weekly,"2023-02-12 00:00:00",Conventional,0.941796761,613395.63,90843.59,106708.27,80249.95,98333.72,,,,237260.12
Detroit,Weekly,"2023-02-05 00:00:00",Conventional,0.937505852,495953.16,93457.51,57788.15,63611.66,96202.51,,,,184893.33
"Grand Rapids",Weekly,"2023-02-26 00:00:00",Conventional,1.015115985,212665.28,23723.13,64039.49,70556.51,40152.41,,,,14193.75
"Grand Rapids",Weekly,"2023-02-19 00:00:00",Conventional,1.323877010,136931.57,25844.06,40020.65,19716.04,42627.15,,,,8723.66
"Grand Rapids",Weekly,"2023-02-12 00:00:00",Conventional,0.841421941,269333.72,32687.41,82999.33,82680.97,38145.19,,,,32820.82
"Grand Rapids",Weekly,"2023-02-05 00:00:00",Conventional,1.029160280,217394.44,21745.25,54274.63,69161.13,48103.26,,,,24110.18
Harrisburg/Scranton,Weekly,"2023-02-26 00:00:00",Conventional,1.013610777,405953.08,130939.90,104888.40,15193.92,139110.57,,,,15820.29
Harrisburg/Scranton,Weekly,"2023-02-19 00:00:00",Conventional,1.044484023,447082.36,158799.00,105893.98,25270.16,141052.26,,,,16066.97
Harrisburg/Scranton,Weekly,"2023-02-12 00:00:00",Conventional,1.041818469,443693.81,148712.83,120758.42,18197.31,142190.83,,,,13834.42
Harrisburg/Scranton,Weekly,"2023-02-05 00:00:00",Conventional,1.048788822,427688.55,165067.00,105269.72,14527.73,132082.06,,,,10742.03
Hartford/Springfield,Weekly,"2023-02-26 00:00:00",Conventional,1.133967280,406751.98,15792.34,311289.19,797.31,69450.84,,,,9422.30
Hartford/Springfield,Weekly,"2023-02-19 00:00:00",Conventional,1.313113374,323505.92,16103.41,224210.42,81.22,73064.30,,,,10046.57
Hartford/Springfield,Weekly,"2023-02-12 00:00:00",Conventional,1.256503203,424810.44,20932.22,317165.79,132.89,75864.83,,,,10714.71
Hartford/Springfield,Weekly,"2023-02-05 00:00:00",Conventional,1.431464914,324407.55,15687.89,219712.77,68.57,77368.52,,,,11569.81
Houston,Weekly,"2023-02-26 00:00:00",Conventional,0.774712656,976160.47,240459.08,105762.88,1281.83,340669.51,,,,287987.17
Houston,Weekly,"2023-02-19 00:00:00",Conventional,0.757399390,1008707.05,280297.82,122714.14,870.29,299131.85,,,,305692.96
Houston,Weekly,"2023-02-12 00:00:00",Conventional,0.744299913,1151154.68,275800.30,150454.42,1358.10,414153.01,,,,309388.85
Houston,Weekly,"2023-02-05 00:00:00",Conventional,0.738860002,993534.12,314742.38,77561.50,1188.76,336199.10,,,,263842.38
Indianapolis,Weekly,"2023-02-26 00:00:00",Conventional,0.856857858,270515.46,43960.94,43210.77,15114.83,85475.44,,,,82753.48
Indianapolis,Weekly,"2023-02-19 00:00:00",Conventional,0.977866570,259407.40,48426.96,51125.66,6379.10,64331.15,,,,89144.54
Indianapolis,Weekly,"2023-02-12 00:00:00",Conventional,0.933018938,319514.06,55310.79,56579.32,20658.00,78987.04,,,,107978.91
Indianapolis,Weekly,"2023-02-05 00:00:00",Conventional,0.884251079,283283.95,52575.25,33156.61,17060.98,60310.21,,,,120180.90
Jacksonville,Weekly,"2023-02-26 00:00:00",Conventional,1.016127143,258591.75,128135.45,2681.80,32.29,74617.19,,,,53125.02
Jacksonville,Weekly,"2023-02-19 00:00:00",Conventional,0.901104510,277861.57,154718.75,3634.15,36.85,70333.62,,,,49138.19
Jacksonville,Weekly,"2023-02-12 00:00:00",Conventional,0.893226680,298767.81,156482.81,3905.53,30.87,75068.76,,,,63279.84
Jacksonville,Weekly,"2023-02-05 00:00:00",Conventional,0.901789727,285584.13,153111.76,3920.22,61.02,75870.13,,,,52621.00
"Las Vegas",Weekly,"2023-02-26 00:00:00",Conventional,0.971661425,404217.73,46252.69,26704.21,611.41,153116.40,,,,177533.02
"Las Vegas",Weekly,"2023-02-19 00:00:00",Conventional,0.965820659,417581.50,64518.76,28730.94,385.59,145880.35,,,,178065.87
"Las Vegas",Weekly,"2023-02-12 00:00:00",Conventional,0.978262063,467422.86,57396.28,41075.76,525.19,155602.24,,,,212823.38
"Las Vegas",Weekly,"2023-02-05 00:00:00",Conventional,0.834936196,518672.93,66000.67,37407.66,1501.22,140996.13,,,,272767.25
"Los Angeles",Weekly,"2023-02-26 00:00:00",Conventional,1.168042586,2882051.02,522129.62,17764.11,74715.85,697481.43,,,,1569960.01
"Los Angeles",Weekly,"2023-02-19 00:00:00",Conventional,1.167266803,2903223.60,515225.22,18598.23,106511.49,689325.57,,,,1573563.08
"Los Angeles",Weekly,"2023-02-12 00:00:00",Conventional,1.115893666,3574066.02,513328.60,18581.64,188426.97,743597.97,,,,2110125.01
"Los Angeles",Weekly,"2023-02-05 00:00:00",Conventional,1.075608764,3073758.83,598362.23,16377.64,88890.40,701978.03,,,,1667767.53
Louisville,Weekly,"2023-02-26 00:00:00",Conventional,0.847120128,138499.58,23726.08,5549.84,3324.65,56271.33,,,,49627.69
Louisville,Weekly,"2023-02-19 00:00:00",Conventional,0.917909932,137036.41,29081.55,8768.32,1446.78,38606.19,,,,59133.57
Louisville,Weekly,"2023-02-12 00:00:00",Conventional,0.937415670,169355.32,26954.70,13122.15,4506.94,40489.63,,,,84281.90
Louisville,Weekly,"2023-02-05 00:00:00",Conventional,0.941227951,154298.14,30336.47,6387.08,3377.65,37746.84,,,,76450.10
"Miami/Ft. Lauderdale",Weekly,"2023-02-26 00:00:00",Conventional,1.024859396,1085070.84,573922.32,12165.99,125.33,291042.25,,,,207814.94
"Miami/Ft. Lauderdale",Weekly,"2023-02-19 00:00:00",Conventional,0.906869232,1133314.37,642751.42,15024.74,226.23,266268.49,,,,209043.50
"Miami/Ft. Lauderdale",Weekly,"2023-02-12 00:00:00",Conventional,0.905108916,1246615.35,717908.27,15821.49,155.15,272863.76,,,,239866.69
"Miami/Ft. Lauderdale",Weekly,"2023-02-05 00:00:00",Conventional,0.916747411,1188592.59,675058.12,13934.02,103.47,286980.52,,,,212516.45
Nashville,Weekly,"2023-02-26 00:00:00",Conventional,0.881037347,325737.32,93908.17,7578.71,15.33,123555.43,,,,100679.67
Nashville,Weekly,"2023-02-19 00:00:00",Conventional,0.852250573,328345.60,106908.99,11960.61,24.98,95706.84,,,,113744.17
Nashville,Weekly,"2023-02-12 00:00:00",Conventional,0.879904648,376077.59,119750.36,14510.86,81.17,100206.90,,,,141528.30
Nashville,Weekly,"2023-02-05 00:00:00",Conventional,0.905368253,339796.34,108535.20,8412.58,23.57,98198.72,,,,124626.26
"Northern New England",Weekly,"2023-02-26 00:00:00",Conventional,1.159389100,458824.74,127487.47,197813.22,21.60,85058.99,,,,48443.45
"Northern New England",Weekly,"2023-02-19 00:00:00",Conventional,1.089589923,459642.02,123987.06,198198.50,20.13,86547.76,,,,50888.57
"Northern New England",Weekly,"2023-02-12 00:00:00",Conventional,0.948601240,637296.11,197531.69,307664.50,59.04,88257.98,,,,43782.91
"Northern New England",Weekly,"2023-02-05 00:00:00",Conventional,1.097351683,472777.40,120544.14,217997.14,86.16,82302.05,,,,51847.91
"New Orleans/Mobile",Weekly,"2023-02-26 00:00:00",Conventional,0.758407004,339532.56,118956.72,1842.18,530.65,150672.90,,,,67530.12
"New Orleans/Mobile",Weekly,"2023-02-19 00:00:00",Conventional,0.746284956,331003.56,120017.26,1720.85,296.64,139670.14,,,,69298.68
"New Orleans/Mobile",Weekly,"2023-02-12 00:00:00",Conventional,0.681320482,386483.75,134143.99,2068.63,711.04,176728.93,,,,72831.17
"New Orleans/Mobile",Weekly,"2023-02-05 00:00:00",Conventional,0.745475213,360979.80,132002.13,2033.58,479.84,147613.91,,,,78850.34
"New York",Weekly,"2023-02-26 00:00:00",Conventional,1.142596497,2154959.55,128988.63,1346657.99,4521.97,566104.66,,,,108686.31
"New York",Weekly,"2023-02-19 00:00:00",Conventional,1.303375995,1821729.40,111427.60,1049521.02,756.62,546070.24,,,,113953.91
"New York",Weekly,"2023-02-12 00:00:00",Conventional,1.362831867,2466262.06,157614.88,1539472.58,1537.65,651494.08,,,,116142.87
"New York",Weekly,"2023-02-05 00:00:00",Conventional,1.379035067,1704047.25,111156.04,864979.34,1468.19,630018.28,,,,96425.40
Orlando,Weekly,"2023-02-26 00:00:00",Conventional,0.967641531,654998.92,299549.50,5318.28,100.74,247628.85,,,,102401.55
Orlando,Weekly,"2023-02-19 00:00:00",Conventional,0.870728134,684803.99,342084.45,6153.04,78.40,223575.10,,,,112913.01
Orlando,Weekly,"2023-02-12 00:00:00",Conventional,0.868234939,740457.47,359964.52,5855.85,49.85,241859.44,,,,132727.81
Orlando,Weekly,"2023-02-05 00:00:00",Conventional,0.882170440,707130.15,352083.49,6103.33,82.22,245986.63,,,,102874.48
Peoria/Springfield,Weekly,"2023-02-26 00:00:00",Conventional,0.833815342,130420.61,40103.65,8878.21,9169.01,44794.67,,,,27475.07
Peoria/Springfield,Weekly,"2023-02-19 00:00:00",Conventional,0.876379122,120346.40,40043.39,8817.35,2853.62,36261.35,,,,32370.70
Peoria/Springfield,Weekly,"2023-02-12 00:00:00",Conventional,0.793913680,163580.61,44822.08,14243.38,11649.47,44194.77,,,,48670.92
Peoria/Springfield,Weekly,"2023-02-05 00:00:00",Conventional,0.855500595,135990.63,36575.91,7387.66,10383.55,38323.00,,,,43320.51
Philadelphia,Weekly,"2023-02-26 00:00:00",Conventional,1.033556215,645356.35,115985.80,227053.64,12695.59,232379.70,,,,57241.62
Philadelphia,Weekly,"2023-02-19 00:00:00",Conventional,1.103701627,626477.64,139905.65,190847.83,23266.71,212890.37,,,,59567.07
Philadelphia,Weekly,"2023-02-12 00:00:00",Conventional,1.152521835,724770.04,131048.44,279040.50,15683.18,230105.14,,,,68892.78
Philadelphia,Weekly,"2023-02-05 00:00:00",Conventional,1.130587290,621086.24,155210.60,180944.80,11386.06,211715.53,,,,61829.24
Phoenix/Tucson,Weekly,"2023-02-26 00:00:00",Conventional,0.846645869,1130901.95,291792.42,115124.52,3719.47,294066.45,,,,426199.09
Phoenix/Tucson,Weekly,"2023-02-19 00:00:00",Conventional,0.860378032,1270409.98,356531.55,118782.27,3793.71,230069.36,,,,561233.09
Phoenix/Tucson,Weekly,"2023-02-12 00:00:00",Conventional,0.829792628,1619116.24,447905.59,177020.11,4776.88,236347.22,,,,753066.45
Phoenix/Tucson,Weekly,"2023-02-05 00:00:00",Conventional,0.725979339,1698918.54,388126.07,159518.12,3602.19,220927.93,,,,926744.23
Pittsburgh,Weekly,"2023-02-26 00:00:00",Conventional,0.926393587,161643.20,59664.59,16882.15,81.64,49326.42,,,,35688.39
